"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Colombia","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","6358",""
"Colombia","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","8369",""
"Colombia","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","10452",""
"Colombia","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","10759",""
"Colombia","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","9713",""
"Colombia","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","8454",""
"Colombia","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","10063",""
"Colombia","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","10209",""
"Colombia","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","9894",""
"Colombia","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","9438",""
"Colombia","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","8925",""
"Colombia","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","8352",""
"Colombia","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","7129",""
"Colombia","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","5725",""
"Colombia","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","4390",""
"Colombia","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","3238",""
"Colombia","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","2307",""
"Colombia","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","1616",""
"Colombia","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","1121",""
"Colombia","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","765",""
"Colombia","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","505",""
"Colombia","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","319",""
"Colombia","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","192",""
"Colombia","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","3711",""
"Colombia","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","5495",""
"Colombia","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","7436",""
"Colombia","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","7706",""
"Colombia","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","6706",""
"Colombia","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","5567",""
"Colombia","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","7108",""
"Colombia","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","7357",""
"Colombia","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","7144",""
"Colombia","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","6990",""
"Colombia","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","6623",""
"Colombia","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","6115",""
"Colombia","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","5072",""
"Colombia","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","4007",""
"Colombia","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","3093",""
"Colombia","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","2346",""
"Colombia","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","1745",""
"Colombia","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","1256",""
"Colombia","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","887",""
"Colombia","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","600",""
"Colombia","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","388",""
"Colombia","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","236",""
"Colombia","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","134",""
"Colombia","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","10003",""
"Colombia","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","12228",""
"Colombia","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","14464",""
"Colombia","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","14708",""
"Colombia","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","13649",""
"Colombia","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","12215",""
"Colombia","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","13830",""
"Colombia","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","14046",""
"Colombia","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","13614",""
"Colombia","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","12905",""
"Colombia","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","12431",""
"Colombia","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","11782",""
"Colombia","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","10351",""
"Colombia","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","9115",""
"Colombia","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","8090",""
"Colombia","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","7262",""
"Colombia","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","6102",""
"Colombia","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","5103",""
"Colombia","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","4126",""
"Colombia","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","2966",""
"Colombia","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","2069",""
"Colombia","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","1291",""
"Colombia","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","784",""
"Colombia","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","6450",""
"Colombia","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","8480",""
"Colombia","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","10591",""
"Colombia","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","10948",""
"Colombia","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","9932",""
"Colombia","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","8710",""
"Colombia","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","10362",""
"Colombia","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","10511",""
"Colombia","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","10212",""
"Colombia","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","9765",""
"Colombia","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","9248",""
"Colombia","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","8659",""
"Colombia","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","7483",""
"Colombia","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","6116",""
"Colombia","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","4735",""
"Colombia","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","3526",""
"Colombia","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","2531",""
"Colombia","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","1777",""
"Colombia","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","1234",""
"Colombia","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","845",""
"Colombia","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","562",""
"Colombia","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","359",""
"Colombia","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","219",""
"Colombia","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","3771",""
"Colombia","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","5562",""
"Colombia","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","7533",""
"Colombia","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","7850",""
"Colombia","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","6876",""
"Colombia","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","5761",""
"Colombia","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","7334",""
"Colombia","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","7582",""
"Colombia","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","7393",""
"Colombia","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","7252",""
"Colombia","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","6881",""
"Colombia","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","6365",""
"Colombia","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","5364",""
"Colombia","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","4314",""
"Colombia","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","3347",""
"Colombia","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","2554",""
"Colombia","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","1916",""
"Colombia","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","1385",""
"Colombia","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","975",""
"Colombia","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","670",""
"Colombia","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","436",""
"Colombia","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","268",""
"Colombia","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","155",""
"Colombia","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","10111",""
"Colombia","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","12355",""
"Colombia","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","14646",""
"Colombia","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","14957",""
"Colombia","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","13906",""
"Colombia","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","12560",""
"Colombia","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","14269",""
"Colombia","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","14469",""
"Colombia","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","14017",""
"Colombia","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","13351",""
"Colombia","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","12820",""
"Colombia","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","12170",""
"Colombia","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","10835",""
"Colombia","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","9703",""
"Colombia","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","8579",""
"Colombia","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","7755",""
"Colombia","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","6515",""
"Colombia","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","5470",""
"Colombia","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","4445",""
"Colombia","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","3234",""
"Colombia","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","2264",""
"Colombia","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","1444",""
"Colombia","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","889",""
"Comoros","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","28",""
"Comoros","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","5",""
"Comoros","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","1",""
"Comoros","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","20",""
"Comoros","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","3",""
"Comoros","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","38",""
"Comoros","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","7",""
"Comoros","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1",""
"Comoros","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","48",""
"Comoros","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","12",""
"Comoros","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","2",""
"Comoros","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","35",""
"Comoros","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","8",""
"Comoros","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","1",""
"Comoros","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","66",""
"Comoros","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","16",""
"Comoros","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","2",""
"Comoros","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","0",""
"Comoros","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","0",""
"Congo","Children (0-14) estimate","2012","UNAIDS_Spectrum Estimates_","Number","949",""
"Congo","Children (0-14) estimate","2011","UNAIDS_Spectrum Estimates_","Number","990",""
"Congo","Children (0-14) estimate","2010","UNAIDS_Spectrum Estimates_","Number","1038",""
"Congo","Children (0-14) estimate","2009","UNAIDS_Spectrum Estimates_","Number","1085",""
"Congo","Children (0-14) estimate","2008","UNAIDS_Spectrum Estimates_","Number","1133",""
"Congo","Children (0-14) estimate","2007","UNAIDS_Spectrum Estimates_","Number","1200",""
"Congo","Children (0-14) estimate","2006","UNAIDS_Spectrum Estimates_","Number","1237",""
"Congo","Children (0-14) estimate","2005","UNAIDS_Spectrum Estimates_","Number","1255",""
"Congo","Children (0-14) estimate","2004","UNAIDS_Spectrum Estimates_","Number","1271",""
"Congo","Children (0-14) estimate","2003","UNAIDS_Spectrum Estimates_","Number","1285",""
"Congo","Children (0-14) estimate","2002","UNAIDS_Spectrum Estimates_","Number","1283",""
"Congo","Children (0-14) estimate","2001","UNAIDS_Spectrum Estimates_","Number","1267",""
"Congo","Children (0-14) estimate","2000","UNAIDS_Spectrum Estimates_","Number","1237",""
"Congo","Children (0-14) estimate","1999","UNAIDS_Spectrum Estimates_","Number","1195",""
"Congo","Children (0-14) estimate","1998","UNAIDS_Spectrum Estimates_","Number","1139",""
"Congo","Children (0-14) estimate","1997","UNAIDS_Spectrum Estimates_","Number","1074",""
"Congo","Children (0-14) estimate","1996","UNAIDS_Spectrum Estimates_","Number","999",""
"Congo","Children (0-14) estimate","1995","UNAIDS_Spectrum Estimates_","Number","917",""
"Congo","Children (0-14) estimate","1994","UNAIDS_Spectrum Estimates_","Number","830",""
"Congo","Children (0-14) estimate","1993","UNAIDS_Spectrum Estimates_","Number","740",""
"Congo","Children (0-14) estimate","1992","UNAIDS_Spectrum Estimates_","Number","649",""
"Congo","Children (0-14) estimate","1991","UNAIDS_Spectrum Estimates_","Number","561",""
"Congo","Children (0-14) estimate","1990","UNAIDS_Spectrum Estimates_","Number","475",""
"Congo","Children (0-14) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","820",""
"Congo","Children (0-14) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","858",""
"Congo","Children (0-14) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","901",""
"Congo","Children (0-14) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","942",""
"Congo","Children (0-14) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","984",""
"Congo","Children (0-14) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","1047",""
"Congo","Children (0-14) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","1077",""
"Congo","Children (0-14) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","1091",""
"Congo","Children (0-14) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","1103",""
"Congo","Children (0-14) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","1112",""
"Congo","Children (0-14) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","1109",""
"Congo","Children (0-14) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","1094",""
